undergradStatus,entryStatus,gender,raceEthnicity,year,count,hour,email
 >50K,Doctorate,Male,<50,0,1,Full-time,michael.m@gmail.com
 >50K,Bachelors,Male,<30,0,1,Full-time,anthony.z@hotmail.com
 <=50K,12th,Male,<20,0,1,Part-time,carter.n@gmail.com
 <=50K,10th,Male,<60,0,1,Full-time,caden.t@gmail.com
 >50K,Bachelors,Female,<50,0,1,Full-time,madelyn.y@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,grayson.i@aol.com
 <=50K,Assoc-voc,Female,<30,0,1,Full-time,lily.k@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,owen.t@msn.com
 >50K,HS-grad,Male,<60,0,1,Full-time,john.t@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,william.h@hotmail.com
 <=50K,Some-college,Female,<30,0,1,Full-time,adalyn.i@msn.com
 <=50K,Some-college,Male,<30,0,1,Full-time,caleb.e@yahoo.com
 <=50K,Masters,Female,<30,0,1,Full-time,harper.i@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,lucas.d@gmail.com
 <=50K,Assoc-acdm,Male,<40,0,1,Full-time,hunter.r@hotmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,jayce.z@aol.com
 >50K,Assoc-acdm,Male,<50,0,1,Full-time,jack.c@aol.com
 <=50K,Some-college,Female,<40,0,1,Full-time,sophia.b@yahoo.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,cameron.d@yahoo.com
 >50K,Bachelors,Male,<40,0,1,Full-time,jacob.k@msn.com
 >50K,Bachelors,Male,<50,0,1,Full-time,jackson.i@gmail.com
 >50K,Masters,Male,<60,0,1,Full-time,wyatt.e@gmail.com
 <=50K,Masters,Male,<40,0,1,Full-time,colton.c@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,dominic.w@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,ethan.i@hotmail.com
 >50K,Some-college,Female,<50,0,1,Full-time,mia.s@hotmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,matthew.d@aol.com
 <=50K,Some-college,Male,<50,0,1,Full-time,caden.y@aol.com
 <=50K,Some-college,Female,<40,0,1,Full-time,sophia.l@gmail.com
 >50K,HS-grad,Male,<30,0,1,Full-time,alexander.h@gmail.com
 <=50K,Some-college,Female,<40,0,1,Full-time,emily.s@gmail.com
 <=50K,1st-4th,Male,<40,0,1,Full-time,benjamin.x@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,caden.k@gmail.com
 >50K,Bachelors,Male,<60,0,1,Full-time,daniel.i@msn.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,addison.h@msn.com
 >50K,HS-grad,Male,<30,0,1,Full-time,owen.y@aol.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,daniel.e@yahoo.com
 >50K,Bachelors,Female,<60,0,1,Full-time,lillian.y@msn.com
 >50K,Assoc-voc,Male,<50,0,1,Full-time,isaac.k@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,leah.l@hotmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,alexander.l@aol.com
 <=50K,Some-college,Male,<30,0,1,Part-time,jack.z@gmail.com
 <=50K,Masters,Male,<50,0,1,Full-time,andrew.n@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,brayden.h@yahoo.com
 >50K,Bachelors,Male,<60,0,1,Full-time,david.z@aol.com
 <=50K,Masters,Female,<30,0,1,Full-time,bella.w@gmail.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,elizabeth.x@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,elena.r@hotmail.com
 >50K,HS-grad,Male,<50,0,1,Full-time,ethan.k@hotmail.com
 >50K,HS-grad,Male,<40,0,1,Full-time,logan.w@aol.com
 <=50K,Preschool,Male,<30,0,1,Full-time,nathan.z@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,jayce.l@hotmail.com
 <=50K,9th,Male,<50,0,1,Full-time,adam.i@gmail.com
 >50K,Masters,Male,<40,0,1,Full-time,evan.n@msn.com
 <=50K,Some-college,Male,<40,0,1,Full-time,david.k@yahoo.com
 <=50K,Doctorate,Female,<40,0,1,Full-time,emily.x@gmail.com
 >50K,Bachelors,Male,<60,0,1,Full-time,logan.y@hotmail.com
 <=50K,Assoc-acdm,Male,<50,0,1,Full-time,logan.n@aol.com
 <=50K,Assoc-voc,Male,<40,0,1,Full-time,cameron.r@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,david.e@hotmail.com
 <=50K,HS-grad,Female,<60,0,1,Full-time,london.a@hotmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,samuel.z@gmail.com
 <=50K,HS-grad,Female,<60,0,1,Full-time,gabriella.w@gmail.com
 >50K,HS-grad,Female,<40,0,1,Full-time,nora.x@gmail.com
 >50K,10th,Male,<50,0,1,Full-time,luke.x@msn.com
 >50K,HS-grad,Male,<60,0,1,Full-time,elijah.h@yahoo.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,caden.y@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,david.z@gmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,max.s@aol.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,jacob.i@hotmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,ryan.e@msn.com
 <=50K,Assoc-acdm,Female,>=60,0,1,Full-time,anna.n@gmail.com
 >50K,Assoc-voc,Male,<40,0,1,Full-time,eli.l@gmail.com
 >50K,HS-grad,Female,<60,0,1,Part-time,bella.r@msn.com
 <=50K,Some-college,Male,<60,0,1,Full-time,levi.k@hotmail.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,stella.h@aol.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,hunter.i@yahoo.com
 >50K,Prof-school,Male,>=60,0,1,Full-time,john.i@yahoo.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,juliana.c@yahoo.com
 <=50K,Bachelors,Male,<50,0,1,Full-time,john.k@msn.com
 >50K,Doctorate,Male,<40,0,1,Full-time,matthew.d@hotmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,samantha.y@aol.com
 <=50K,10th,Female,<30,0,1,Full-time,adeline.x@hotmail.com
 <=50K,Assoc-acdm,Female,<40,0,1,Full-time,nora.w@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,connor.d@aol.com
 >50K,HS-grad,Male,<40,0,1,Full-time,joshua.c@aol.com
 <=50K,Some-college,Male,<40,0,1,Full-time,jacob.k@aol.com
 >50K,HS-grad,Male,<40,0,1,Full-time,john.w@msn.com
 <=50K,Some-college,Male,<40,0,1,Full-time,nathan.c@yahoo.com
 <=50K,7th-8th,Male,<40,0,1,Full-time,liam.m@aol.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,madison.m@hotmail.com
 <=50K,Prof-school,Male,<30,0,1,Full-time,ryan.c@gmail.com
 <=50K,7th-8th,Male,<50,0,1,Full-time,evan.i@aol.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,zachary.t@aol.com
 >50K,HS-grad,Female,<60,0,1,Full-time,charlotte.c@aol.com
 >50K,HS-grad,Male,<50,0,1,Full-time,nathan.i@gmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,david.d@msn.com
 >50K,HS-grad,Male,<40,0,1,Full-time,eli.t@aol.com
 <=50K,Some-college,Male,<30,0,1,Part-time,luke.y@msn.com
 >50K,HS-grad,Male,<50,0,1,Full-time,dylan.n@gmail.com
 >50K,Bachelors,Male,>=60,0,1,Full-time,matthew.c@gmail.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,abigail.m@yahoo.com
 <=50K,Masters,Female,<40,0,1,Full-time,vivian.d@yahoo.com
 >50K,Bachelors,Male,<40,0,1,Full-time,anthony.t@yahoo.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,anthony.r@hotmail.com
 <=50K,Some-college,Female,<40,0,1,Full-time,kennedy.s@gmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,ethan.d@gmail.com
 <=50K,Bachelors,Female,<40,0,1,Full-time,london.r@gmail.com
 <=50K,11th,Male,<20,0,1,Part-time,jacob.k@gmail.com
 <=50K,9th,Female,<50,0,1,Full-time,aria.a@msn.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,noah.c@hotmail.com
 <=50K,Some-college,Male,<60,0,1,Full-time,james.i@yahoo.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,gianna.w@msn.com
 <=50K,Assoc-acdm,Female,<50,0,1,Full-time,claire.b@msn.com
 <=50K,Some-college,Male,<30,0,1,Part-time,michael.e@msn.com
 <=50K,Some-college,Female,<40,0,1,Full-time,arianna.z@aol.com
 <=50K,Some-college,Female,<30,0,1,Part-time,lila.z@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,jayden.z@aol.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,jayden.r@aol.com
 <=50K,Masters,Male,<40,0,1,Full-time,hunter.t@msn.com
 <=50K,Some-college,Male,>=60,0,1,Full-time,luke.d@aol.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,elijah.t@hotmail.com
 >50K,HS-grad,Male,<40,0,1,Full-time,jack.k@aol.com
 <=50K,10th,Female,<20,0,1,Part-time,audrey.m@yahoo.com
 >50K,HS-grad,Male,<40,0,1,Full-time,caleb.y@gmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,nicholas.e@hotmail.com
 <=50K,Bachelors,Male,<50,0,1,Full-time,carter.t@msn.com
 <=50K,Some-college,Male,<40,0,1,Full-time,evan.w@msn.com
 <=50K,10th,Male,<60,0,1,Full-time,anthony.e@yahoo.com
 <=50K,Some-college,Female,<50,0,1,Full-time,natalie.d@yahoo.com
 >50K,Masters,Male,<50,0,1,Full-time,lucas.t@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,evan.d@aol.com
 >50K,Bachelors,Male,<40,0,1,Full-time,wyatt.c@yahoo.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,evelyn.z@msn.com
 <=50K,Assoc-acdm,Male,<60,0,1,Full-time,ethan.a@gmail.com
 <=50K,11th,Male,<40,0,1,Full-time,logan.h@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,julian.n@msn.com
 >50K,HS-grad,Male,<40,0,1,Full-time,colton.i@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,connor.w@hotmail.com
 >50K,HS-grad,Female,<60,0,1,Full-time,nora.i@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,ava.d@msn.com
 >50K,HS-grad,Male,<50,0,1,Full-time,noah.x@yahoo.com
 <=50K,Some-college,Female,<40,0,1,Full-time,scarlett.z@hotmail.com
 <=50K,HS-grad,Male,<20,0,1,Full-time,andrew.w@hotmail.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,mackenzie.m@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,eli.k@hotmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,mason.i@hotmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,charlie.s@aol.com
 <=50K,7th-8th,Male,<40,0,1,Full-time,james.b@gmail.com
 <=50K,Masters,Male,<50,0,1,Full-time,caden.z@aol.com
 >50K,Prof-school,Male,<50,0,1,Full-time,ryan.x@aol.com
 <=50K,5th-6th,Female,<30,0,1,Full-time,riley.y@yahoo.com
 >50K,Masters,Male,<50,0,1,Full-time,luke.w@gmail.com
 <=50K,1st-4th,Male,<50,0,1,Full-time,connor.s@hotmail.com
 <=50K,1st-4th,Male,>=60,0,1,Full-time,christian.l@aol.com
 <=50K,7th-8th,Male,>=60,0,1,Full-time,james.z@hotmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,ethan.w@aol.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,matthew.n@msn.com
 <=50K,Some-college,Female,<30,0,1,Part-time,alaina.h@gmail.com
 <=50K,Some-college,Female,<30,0,1,Part-time,hannah.n@gmail.com
 <=50K,10th,Female,<60,0,1,Full-time,riley.e@gmail.com
 <=50K,Masters,Female,<50,0,1,Full-time,elena.m@msn.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,joseph.r@gmail.com
 <=50K,Bachelors,Male,>=60,0,1,Full-time,luke.r@gmail.com
 >50K,Some-college,Female,<30,0,1,Full-time,madelyn.a@gmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,lucas.x@msn.com
 <=50K,10th,Female,>=60,0,1,Full-time,aaliyah.k@aol.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,christian.s@yahoo.com
 <=50K,Some-college,Female,<50,0,1,Full-time,lillian.x@aol.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,alexander.x@gmail.com
 <=50K,Some-college,Female,<40,0,1,Full-time,claire.h@gmail.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,isabelle.h@yahoo.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,elijah.a@yahoo.com
 <=50K,Some-college,Female,<40,0,1,Full-time,kaylee.k@gmail.com
 >50K,Doctorate,Male,<50,0,1,Full-time,carter.m@msn.com
 >50K,Bachelors,Male,<40,0,1,Full-time,connor.y@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,connor.c@aol.com
 >50K,Bachelors,Male,<60,0,1,Full-time,jackson.i@yahoo.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,nicholas.k@yahoo.com
 >50K,Some-college,Male,<40,0,1,Full-time,ryan.x@hotmail.com
 <=50K,Some-college,Female,<30,0,1,Part-time,nora.y@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,james.m@aol.com
 >50K,Some-college,Male,<40,0,1,Full-time,ryan.y@hotmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,charlie.n@msn.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,christian.s@msn.com
 <=50K,Bachelors,Female,<40,0,1,Full-time,lucy.s@yahoo.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,benjamin.r@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,william.l@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,gabriel.x@aol.com
 <=50K,HS-grad,Male,>=60,0,1,Part-time,levi.y@hotmail.com
 >50K,Assoc-voc,Male,<50,0,1,Full-time,brayden.i@yahoo.com
 >50K,Bachelors,Female,<30,0,1,Full-time,olivia.m@gmail.com
 <=50K,Bachelors,Male,<50,0,1,Full-time,andrew.s@aol.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,tyler.m@msn.com
 <=50K,Some-college,Female,<30,0,1,Part-time,addison.t@aol.com
 <=50K,Some-college,Male,<30,0,1,Part-time,grayson.a@aol.com
 <=50K,7th-8th,Male,>=60,0,1,Part-time,caleb.t@msn.com
 <=50K,Some-college,Male,<30,0,1,Full-time,samuel.e@yahoo.com
 <=50K,Some-college,Male,<60,0,1,Full-time,charlie.s@msn.com
 >50K,Some-college,Male,<40,0,1,Full-time,samuel.r@aol.com
 <=50K,Some-college,Male,<40,0,1,Full-time,jack.l@yahoo.com
 <=50K,Some-college,Male,<40,0,1,Full-time,isaac.l@aol.com
 >50K,Assoc-acdm,Male,<50,0,1,Full-time,dominic.a@gmail.com
 <=50K,Assoc-voc,Female,<50,0,1,Full-time,emily.n@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,christian.t@gmail.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,hannah.z@yahoo.com
 <=50K,HS-grad,Male,<20,0,1,Full-time,mason.w@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,julian.h@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,julian.w@gmail.com
 <=50K,7th-8th,Female,<60,0,1,Full-time,sarah.k@hotmail.com
 <=50K,Some-college,Female,<60,0,1,Full-time,isabelle.b@hotmail.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,arianna.r@aol.com
 <=50K,Some-college,Female,<50,0,1,Full-time,kylie.k@gmail.com
 >50K,HS-grad,Male,<40,0,1,Full-time,jackson.e@gmail.com
 <=50K,Bachelors,Male,<50,0,1,Full-time,zachary.m@msn.com
 >50K,Some-college,Female,<40,0,1,Full-time,audrey.l@hotmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,tyler.n@msn.com
 <=50K,Some-college,Male,<50,0,1,Full-time,connor.s@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,eli.y@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,william.e@aol.com
 <=50K,Some-college,Female,<60,0,1,Full-time,london.m@msn.com
 <=50K,Bachelors,Male,<60,0,1,Full-time,julian.r@hotmail.com
 >50K,Prof-school,Female,<40,0,1,Full-time,aubrey.s@msn.com
 <=50K,Bachelors,Female,<30,0,1,Part-time,savannah.d@yahoo.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,lillian.s@msn.com
 >50K,Assoc-voc,Male,<50,0,1,Full-time,jayce.s@gmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,jayden.c@yahoo.com
 <=50K,9th,Male,>=60,0,1,Full-time,carter.x@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,henry.n@hotmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,liam.r@aol.com
 <=50K,Assoc-voc,Male,<50,0,1,Full-time,luke.l@hotmail.com
 >50K,HS-grad,Female,<60,0,1,Full-time,kylie.r@yahoo.com
 >50K,Bachelors,Male,>=60,0,1,Full-time,matthew.y@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,samantha.a@msn.com
 >50K,HS-grad,Male,<50,0,1,Full-time,hunter.z@gmail.com
 <=50K,10th,Male,<40,0,1,Full-time,ethan.t@msn.com
 >50K,Some-college,Male,>=60,0,1,Full-time,caleb.w@msn.com
 <=50K,5th-6th,Male,>=60,0,1,Full-time,jack.i@gmail.com
 >50K,Prof-school,Female,<40,0,1,Full-time,isabella.y@gmail.com
 <=50K,11th,Male,<50,0,1,Full-time,caden.r@gmail.com
 >50K,Masters,Male,<50,0,1,Full-time,liam.i@msn.com
 >50K,HS-grad,Male,<50,0,1,Full-time,daniel.n@gmail.com
 <=50K,5th-6th,Male,<60,0,1,Full-time,gabriel.m@gmail.com
 <=50K,Some-college,Female,<30,0,1,Full-time,maria.d@aol.com
 <=50K,Some-college,Male,<30,0,1,Full-time,liam.d@aol.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,hunter.t@hotmail.com
 >50K,Prof-school,Male,<40,0,1,Full-time,eli.l@msn.com
 >50K,Bachelors,Male,<50,0,1,Full-time,gavin.x@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,caden.y@yahoo.com
 <=50K,Some-college,Male,<30,0,1,Full-time,ethan.i@gmail.com
 <=50K,Assoc-voc,Male,<40,0,1,Full-time,dominic.l@gmail.com
 >50K,Some-college,Male,<30,0,1,Full-time,julian.x@aol.com
 <=50K,5th-6th,Male,<30,0,1,Full-time,ryan.z@gmail.com
 <=50K,11th,Female,<50,0,1,Full-time,isabella.x@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,joseph.n@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,lucas.e@aol.com
 <=50K,1st-4th,Male,<60,0,1,Full-time,levi.y@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,max.k@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,matthew.d@gmail.com
 <=50K,Assoc-acdm,Female,<40,0,1,Full-time,caroline.a@gmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,grayson.y@gmail.com
 >50K,Bachelors,Male,<60,0,1,Full-time,oliver.b@gmail.com
 <=50K,10th,Male,<30,0,1,Full-time,jacob.i@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,james.n@yahoo.com
 >50K,Bachelors,Male,<40,0,1,Full-time,anthony.a@aol.com
 <=50K,Doctorate,Male,<40,0,1,Full-time,jayden.w@yahoo.com
 <=50K,Some-college,Female,<30,0,1,Part-time,claire.x@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,elijah.s@yahoo.com
 <=50K,Some-college,Female,<40,0,1,Full-time,juliana.c@yahoo.com
 >50K,Prof-school,Female,<50,0,1,Full-time,bella.z@msn.com
 >50K,HS-grad,Male,>=60,0,1,Full-time,connor.w@aol.com
 >50K,Bachelors,Male,<60,0,1,Full-time,connor.t@aol.com
 >50K,Some-college,Female,<40,0,1,Full-time,allison.y@yahoo.com
 <=50K,1st-4th,Male,<50,0,1,Full-time,gavin.e@gmail.com
 <=50K,7th-8th,Male,<60,0,1,Full-time,caleb.n@aol.com
 <=50K,Some-college,Male,<30,0,1,Full-time,connor.d@yahoo.com
 >50K,Bachelors,Male,<40,0,1,Full-time,mason.t@gmail.com
 >50K,HS-grad,Male,<50,0,1,Full-time,elijah.h@aol.com
 >50K,Some-college,Male,<40,0,1,Full-time,anthony.c@gmail.com
 >50K,HS-grad,Male,<60,0,1,Full-time,alexander.t@hotmail.com
 <=50K,11th,Male,<30,0,1,Full-time,john.m@aol.com
 >50K,Assoc-voc,Male,<40,0,1,Full-time,alexander.n@yahoo.com
 <=50K,Some-college,Male,<40,0,1,Full-time,wyatt.m@hotmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,jayden.y@yahoo.com
 >50K,HS-grad,Male,<50,0,1,Full-time,jack.b@hotmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,christian.z@hotmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,levi.e@msn.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,sarah.i@gmail.com
 <=50K,10th,Male,<40,0,1,Full-time,christian.y@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,zachary.m@msn.com
 <=50K,Some-college,Male,<30,0,1,Part-time,anthony.y@aol.com
 >50K,HS-grad,Male,<30,0,1,Full-time,levi.n@yahoo.com
 <=50K,HS-grad,Female,<20,0,1,Part-time,ella.m@aol.com
 >50K,Bachelors,Male,<60,0,1,Full-time,alexander.h@yahoo.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,addison.a@aol.com
 <=50K,Some-college,Female,<30,0,1,Part-time,zoe.t@gmail.com
 <=50K,Assoc-voc,Male,<40,0,1,Full-time,luke.l@aol.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,arianna.n@gmail.com
 <=50K,5th-6th,Male,<30,0,1,Full-time,logan.l@gmail.com
 <=50K,Assoc-voc,Female,<40,0,1,Full-time,claire.s@gmail.com
 <=50K,12th,Male,<30,0,1,Full-time,logan.x@msn.com
 <=50K,HS-grad,Female,<60,0,1,Full-time,alaina.k@gmail.com
 >50K,HS-grad,Male,<50,0,1,Full-time,alexander.s@msn.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,cameron.x@gmail.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,brooklyn.c@yahoo.com
 <=50K,HS-grad,Female,<60,0,1,Full-time,sophie.d@hotmail.com
 <=50K,HS-grad,Male,<20,0,1,Part-time,julian.x@gmail.com
 <=50K,Bachelors,Female,>=60,0,1,Part-time,gianna.h@gmail.com
 <=50K,9th,Male,<30,0,1,Full-time,lucas.b@aol.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,andrew.a@gmail.com
 <=50K,Some-college,Female,<30,0,1,Full-time,liliana.k@hotmail.com
 >50K,Prof-school,Male,<50,0,1,Full-time,caleb.e@yahoo.com
 >50K,Some-college,Male,<30,0,1,Full-time,david.h@msn.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,audrey.w@aol.com
 >50K,Prof-school,Male,<40,0,1,Full-time,henry.s@gmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,logan.s@gmail.com
 <=50K,Prof-school,Male,<40,0,1,Full-time,nicholas.z@yahoo.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,sebastian.n@gmail.com
 >50K,Assoc-voc,Male,<30,0,1,Full-time,christian.r@yahoo.com
 <=50K,9th,Female,<50,0,1,Full-time,chloe.d@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,tyler.m@yahoo.com
 <=50K,12th,Female,<40,0,1,Full-time,aubrey.e@yahoo.com
 >50K,Bachelors,Male,<60,0,1,Full-time,alexander.i@yahoo.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,alexander.y@gmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,jack.m@aol.com
 <=50K,Some-college,Female,<60,0,1,Full-time,jasmine.w@gmail.com
 <=50K,Assoc-voc,Male,<60,0,1,Full-time,andrew.m@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,eli.b@gmail.com
 <=50K,Assoc-voc,Female,<30,0,1,Full-time,bella.a@gmail.com
 <=50K,Some-college,Female,<30,0,1,Part-time,mackenzie.x@gmail.com
 <=50K,Assoc-acdm,Male,<30,0,1,Full-time,max.w@hotmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,dylan.t@gmail.com
 <=50K,10th,Male,<30,0,1,Full-time,logan.c@msn.com
 <=50K,Assoc-voc,Male,<30,0,1,Full-time,anthony.b@hotmail.com
 <=50K,HS-grad,Female,>=60,0,1,Part-time,mila.m@gmail.com
 <=50K,HS-grad,Male,>=60,0,1,Part-time,ethan.r@msn.com
 >50K,Bachelors,Male,<60,0,1,Full-time,nathan.n@gmail.com
 <=50K,Assoc-voc,Male,<40,0,1,Full-time,oliver.n@hotmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,elijah.t@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,elijah.d@aol.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,colton.y@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,joshua.s@aol.com
 <=50K,10th,Female,<40,0,1,Full-time,sarah.d@msn.com
 >50K,Masters,Male,<60,0,1,Full-time,zachary.w@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,aiden.n@msn.com
 >50K,Some-college,Male,<60,0,1,Full-time,daniel.x@yahoo.com
 <=50K,10th,Male,<30,0,1,Full-time,hunter.s@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,william.w@aol.com
 <=50K,11th,Male,<30,0,1,Full-time,david.c@yahoo.com
 <=50K,Masters,Female,<40,0,1,Full-time,emma.t@aol.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,jayden.t@gmail.com
 <=50K,10th,Male,<30,0,1,Full-time,hunter.x@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,tyler.e@gmail.com
 >50K,Assoc-acdm,Female,<40,0,1,Full-time,adalyn.t@gmail.com
 <=50K,Some-college,Female,>=60,0,1,Part-time,elizabeth.y@msn.com
 <=50K,Some-college,Female,>=60,0,1,Full-time,mia.z@aol.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,sebastian.m@aol.com
 >50K,Masters,Male,<50,0,1,Full-time,caleb.e@yahoo.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,landon.i@gmail.com
 >50K,Masters,Male,<60,0,1,Full-time,john.k@yahoo.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,eli.x@msn.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,elizabeth.n@hotmail.com
 <=50K,Some-college,Male,<20,0,1,Part-time,dominic.w@hotmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,caleb.b@aol.com
 >50K,Some-college,Male,<50,0,1,Full-time,dylan.s@msn.com
 <=50K,Some-college,Male,<50,0,1,Full-time,ryan.r@yahoo.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,owen.x@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,owen.n@hotmail.com
